instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,period
8730,,Spring,2012,Jan,13,No,Wed,1,Cloudy,0.14,0.1212,0.43,0.2537,9,82,91,Sore
8731,,Spring,2012,Jan,14,No,Wed,1,Cloudy,0.14,0.1212,0.46,0.2537,6,69,75,Sore
8732,,Spring,2012,Jan,15,No,Wed,1,Cloudy,0.18,0.1515,0.37,0.3284,9,81,90,Sore
8733,,Spring,2012,Jan,16,No,Wed,1,Cloudy,0.18,0.1667,0.4,0.2836,8,123,131,Sore
8734,,Spring,2012,Jan,17,No,Wed,1,Cloudy,0.2,0.197,0.4,0.194,9,272,281,Sore
8735,,Spring,2012,Jan,18,No,Wed,1,Cloudy,0.2,0.2121,0.37,0.1343,9,280,289,Malam
8736,,Spring,2012,Jan,19,No,Wed,1,Cloudy,0.2,0.2273,0.4,0.1045,2,182,184,Malam
8737,,Spring,2012,Jan,20,No,Wed,1,Cloudy,0.2,0.197,0.4,0.194,2,121,123,Malam
8738,,Spring,2012,Jan,21,No,Wed,1,Cloudy,0.2,0.2576,0.44,0.0,2,88,90,Malam
8739,,Spring,2012,Jan,22,No,Wed,1,Cloudy,0.2,0.2273,0.47,0.0896,4,48,52,Malam
8740,,Spring,2012,Jan,23,No,Wed,1,Cloudy,0.2,0.2273,0.44,0.1045,0,32,32,Malam
8741,,Spring,2012,Jan,0,No,Thu,1,Cloudy,0.22,0.2273,0.47,0.194,1,13,14,Malam
8742,,Spring,2012,Jan,1,No,Thu,1,Clear,0.2,0.2273,0.51,0.0896,0,5,5,Malam
8743,,Spring,2012,Jan,2,No,Thu,1,Clear,0.2,0.2273,0.51,0.0896,0,4,4,Malam
8744,,Spring,2012,Jan,3,No,Thu,1,Clear,0.2,0.2576,0.61,0.0,0,4,4,Malam
8745,,Spring,2012,Jan,4,No,Thu,1,Cloudy,0.2,0.2273,0.59,0.0896,0,5,5,Malam
8746,,Spring,2012,Jan,5,No,Thu,1,Cloudy,0.2,0.2273,0.59,0.0896,0,26,26,Malam
8747,,Spring,2012,Jan,6,No,Thu,1,Cloudy,0.2,0.2121,0.75,0.1343,0,78,78,Pagi
8748,,Spring,2012,Jan,7,No,Thu,1,Cloudy,0.2,0.2273,0.69,0.0896,3,212,215,Pagi
8749,,Spring,2012,Jan,8,No,Thu,1,Cloudy,0.2,0.2576,0.75,0.0,11,377,388,Pagi
8750,,Spring,2012,Jan,9,No,Thu,1,Cloudy,0.22,0.2727,0.69,0.0,7,220,227,Pagi
8751,,Spring,2012,Jan,10,No,Thu,1,Cloudy,0.24,0.2576,0.52,0.0896,5,81,86,Pagi
8752,,Spring,2012,Jan,11,No,Thu,1,Clear,0.3,0.3333,0.49,0.0,6,78,84,Sore
8753,,Spring,2012,Jan,12,No,Thu,1,Clear,0.3,0.2879,0.49,0.2537,6,114,120,Sore
8754,,Spring,2012,Jan,13,No,Thu,1,Clear,0.34,0.303,0.42,0.2985,6,112,118,Sore
8755,,Spring,2012,Jan,14,No,Thu,1,Clear,0.34,0.3182,0.39,0.2836,13,104,117,Sore
8756,,Spring,2012,Jan,15,No,Thu,1,Clear,0.36,0.3333,0.34,0.2836,6,113,119,Sore
8757,,Spring,2012,Jan,16,No,Thu,1,Clear,0.36,0.3333,0.34,0.2836,19,178,197,Sore
8758,,Spring,2012,Jan,17,No,Thu,1,Cloudy,0.36,0.3485,0.34,0.194,19,393,412,Sore
8759,,Spring,2012,Jan,18,No,Thu,1,Clear,0.34,0.3333,0.36,0.1642,9,374,383,Malam
8760,,Spring,2012,Jan,19,No,Thu,1,Clear,0.34,0.3485,0.34,0.0896,10,255,265,Malam
8761,,Spring,2012,Jan,20,No,Thu,1,Clear,0.3,0.3333,0.49,0.0,5,172,177,Malam
8762,,Spring,2012,Jan,21,No,Thu,1,Clear,0.26,0.2727,0.6,0.1343,9,88,97,Malam
8763,,Spring,2012,Jan,22,No,Thu,1,Clear,0.26,0.2576,0.6,0.1642,1,70,71,Malam
8764,,Spring,2012,Jan,23,No,Thu,1,Clear,0.24,0.2576,0.7,0.1045,4,56,60,Malam
8765,,Spring,2012,Jan,0,No,Fri,1,Clear,0.22,0.2576,0.75,0.0896,1,24,25,Malam
8766,,Spring,2012,Jan,1,No,Fri,1,Clear,0.22,0.2727,0.75,0.0,2,6,8,Malam
8767,,Spring,2012,Jan,2,No,Fri,1,Clear,0.22,0.2273,0.69,0.1642,2,3,5,Malam
8768,,Spring,2012,Jan,3,No,Fri,1,Clear,0.22,0.2424,0.69,0.1045,1,3,4,Malam
8769,,Spring,2012,Jan,4,No,Fri,1,Clear,0.22,0.2273,0.69,0.1343,0,3,3,Malam
8770,,Spring,2012,Jan,5,No,Fri,1,Cloudy,0.2,0.2121,0.8,0.1343,0,13,13,Malam
8771,,Spring,2012,Jan,6,No,Fri,1,Cloudy,0.22,0.2424,0.73,0.1045,1,69,70,Pagi
8772,,Spring,2012,Jan,7,No,Fri,1,Cloudy,0.24,0.2879,0.65,0.0,4,201,205,Pagi
8773,,Spring,2012,Jan,8,No,Fri,1,Clear,0.24,0.2424,0.7,0.1343,11,436,447,Pagi
8774,,Spring,2012,Jan,9,No,Fri,1,Clear,0.24,0.2424,0.7,0.1642,4,237,241,Pagi
8775,,Spring,2012,Jan,10,No,Fri,1,Clear,0.26,0.2576,0.65,0.194,14,102,116,Pagi
8776,,Spring,2012,Jan,11,No,Fri,1,Clear,0.3,0.303,0.56,0.1642,8,130,138,Sore
8777,,Spring,2012,Jan,12,No,Fri,1,Clear,0.36,0.3333,0.5,0.2537,23,168,191,Sore
8778,,Spring,2012,Jan,13,No,Fri,1,Clear,0.4,0.4091,0.43,0.2836,16,188,204,Sore
8779,,Spring,2012,Jan,14,No,Fri,1,Clear,0.46,0.4545,0.36,0.194,26,152,178,Sore
8780,,Spring,2012,Jan,15,No,Fri,1,Clear,0.52,0.5,0.27,0.2537,44,178,222,Sore
8781,,Spring,2012,Jan,16,No,Fri,1,Clear,0.52,0.5,0.27,0.2836,35,259,294,Sore
8782,,Spring,2012,Jan,17,No,Fri,1,Clear,0.46,0.4545,0.36,0.2239,20,456,476,Sore
8783,,Spring,2012,Jan,18,No,Fri,1,Clear,0.5,0.4848,0.29,0.2537,28,391,419,Malam
8784,,Spring,2012,Jan,19,No,Fri,1,Clear,0.46,0.4545,0.33,0.2836,11,261,272,Malam
8785,,Spring,2012,Jan,20,No,Fri,1,Clear,0.42,0.4242,0.41,0.194,14,163,177,Malam
8786,,Spring,2012,Jan,21,No,Fri,1,Clear,0.4,0.4091,0.43,0.2239,17,137,154,Malam
8787,,Spring,2012,Jan,22,No,Fri,1,Clear,0.36,0.3485,0.5,0.194,12,123,135,Malam
8788,,Spring,2012,Jan,23,No,Fri,1,Clear,0.36,0.3788,0.5,0.0,13,88,101,Malam
8789,,Spring,2012,Jan,0,No,Sat,0,Clear,0.36,0.3485,0.5,0.1642,2,77,79,Malam
8790,,Spring,2012,Jan,1,No,Sat,0,Clear,0.38,0.3939,0.46,0.1642,6,56,62,Malam
8791,,Spring,2012,Jan,2,No,Sat,0,Clear,0.36,0.3636,0.5,0.1045,2,36,38,Malam
8792,,Spring,2012,Jan,3,No,Sat,0,Clear,0.32,0.3333,0.57,0.1045,1,19,20,Malam
8793,,Spring,2012,Jan,4,No,Sat,0,Clear,0.32,0.3333,0.57,0.0896,1,9,10,Malam
8794,,Spring,2012,Jan,5,No,Sat,0,Clear,0.26,0.2727,0.75,0.1045,2,7,9,Malam
8795,,Spring,2012,Jan,6,No,Sat,0,Clear,0.26,0.2727,0.75,0.1045,0,7,7,Pagi
8796,,Spring,2012,Jan,7,No,Sat,0,Clear,0.22,0.2273,0.87,0.194,0,20,20,Pagi
8797,,Spring,2012,Jan,8,No,Sat,0,Clear,0.24,0.2576,0.75,0.1045,0,64,64,Pagi
8798,,Spring,2012,Jan,9,No,Sat,0,Clear,0.22,0.2273,0.8,0.1343,14,116,130,Pagi
8799,,Spring,2012,Jan,10,No,Sat,0,Clear,0.28,0.303,0.75,0.0896,43,160,203,Pagi
8800,,Spring,2012,Jan,11,No,Sat,0,Clear,0.34,0.3182,0.57,0.2239,74,250,324,Sore
8801,,Spring,2012,Jan,12,No,Sat,0,Clear,0.4,0.4091,0.43,0.2239,100,276,376,Sore
8802,,Spring,2012,Jan,13,No,Sat,0,Clear,0.44,0.4394,0.44,0.194,149,296,445,Sore
8803,,Spring,2012,Jan,14,No,Sat,0,Clear,0.5,0.4848,0.42,0.2836,156,356,512,Sore
8804,,Spring,2012,Jan,15,No,Sat,0,Clear,0.58,0.5455,0.37,0.2985,132,317,449,Sore
8805,,Spring,2012,Jan,16,No,Sat,0,Cloudy,0.56,0.5303,0.37,0.2836,133,268,401,Sore
8806,,Spring,2012,Jan,17,No,Sat,0,Cloudy,0.54,0.5152,0.43,0.1343,87,235,322,Sore
8807,,Spring,2012,Jan,18,No,Sat,0,Clear,0.54,0.5152,0.45,0.1343,49,248,297,Malam
8808,,Spring,2012,Jan,19,No,Sat,0,Clear,0.52,0.5,0.42,0.1045,44,171,215,Malam
8809,,Spring,2012,Jan,20,No,Sat,0,Clear,0.5,0.4848,0.39,0.2537,21,149,170,Malam
8810,,Spring,2012,Jan,21,No,Sat,0,Clear,0.44,0.4394,0.44,0.2239,22,118,140,Malam
8811,,Spring,2012,Jan,22,No,Sat,0,Clear,0.44,0.4394,0.38,0.2537,16,93,109,Malam
8812,,Spring,2012,Jan,23,No,Sat,0,Clear,0.42,0.4242,0.38,0.2239,16,103,119,Malam
8813,,Spring,2012,Jan,0,No,Sun,0,Clear,0.38,0.3939,0.4,0.2836,14,77,91,Malam
8814,,Spring,2012,Jan,1,No,Sun,0,Clear,0.34,0.3333,0.42,0.194,10,62,72,Malam
8815,,Spring,2012,Jan,2,No,Sun,0,Clear,0.36,0.3333,0.37,0.2836,10,57,67,Malam
8816,,Spring,2012,Jan,3,No,Sun,0,Clear,0.34,0.3333,0.42,0.1343,6,26,32,Malam
8817,,Spring,2012,Jan,4,No,Sun,0,Clear,0.32,0.303,0.49,0.2537,2,4,6,Malam
8818,,Spring,2012,Jan,5,No,Sun,0,Cloudy,0.32,0.3333,0.49,0.1045,0,2,2,Malam
8819,,Spring,2012,Jan,6,No,Sun,0,Cloudy,0.3,0.3333,0.52,0.0,0,2,2,Pagi
8820,,Spring,2012,Jan,7,No,Sun,0,Cloudy,0.3,0.3333,0.52,0.0,1,23,24,Pagi
8821,,Spring,2012,Jan,8,No,Sun,0,Clear,0.3,0.303,0.52,0.1343,4,53,57,Pagi
8822,,Spring,2012,Jan,9,No,Sun,0,Clear,0.32,0.3333,0.53,0.1343,23,102,125,Pagi
8823,,Spring,2012,Jan,10,No,Sun,0,Clear,0.34,0.3333,0.49,0.1642,27,181,208,Pagi
8824,,Spring,2012,Jan,11,No,Sun,0,Clear,0.36,0.3485,0.46,0.2239,55,201,256,Sore
8825,,Spring,2012,Jan,12,No,Sun,0,Clear,0.38,0.3939,0.43,0.2239,78,273,351,Sore
8826,,Spring,2012,Jan,13,No,Sun,0,Clear,0.4,0.4091,0.37,0.2985,77,266,343,Sore
8827,,Spring,2012,Jan,14,No,Sun,0,Clear,0.4,0.4091,0.4,0.194,75,253,328,Sore
8828,,Spring,2012,Jan,15,No,Sun,0,Clear,0.4,0.4091,0.37,0.2836,89,241,330,Sore
8829,,Spring,2012,Jan,16,No,Sun,0,Clear,0.4,0.4091,0.37,0.2985,58,256,314,Sore
8830,,Spring,2012,Jan,17,No,Sun,0,Clear,0.38,0.3939,0.4,0.2239,22,197,219,Sore
8831,,Spring,2012,Jan,18,No,Sun,0,Clear,0.34,0.3182,0.46,0.2239,19,162,181,Malam
8832,,Spring,2012,Jan,19,No,Sun,0,Clear,0.32,0.3182,0.49,0.194,8,104,112,Malam
8833,,Spring,2012,Jan,20,No,Sun,0,Clear,0.3,0.303,0.52,0.1642,7,119,126,Malam
8834,,Spring,2012,Jan,21,No,Sun,0,Clear,0.28,0.2727,0.56,0.2239,10,81,91,Malam
8835,,Spring,2012,Jan,22,No,Sun,0,Clear,0.26,0.2727,0.6,0.1045,4,54,58,Malam
8836,,Spring,2012,Jan,23,No,Sun,0,Clear,0.26,0.2424,0.56,0.2537,0,30,30,Malam
8837,,Spring,2012,Jan,0,No,Mon,1,Clear,0.24,0.2273,0.6,0.2239,3,12,15,Malam
8838,,Spring,2012,Jan,1,No,Mon,1,Clear,0.24,0.2424,0.6,0.1343,1,4,5,Malam
8839,,Spring,2012,Jan,2,No,Mon,1,Clear,0.24,0.2424,0.56,0.1343,2,3,5,Malam
8840,,Spring,2012,Jan,3,No,Mon,1,Clear,0.24,0.2424,0.52,0.1642,0,3,3,Malam
8841,,Spring,2012,Jan,4,No,Mon,1,Clear,0.22,0.2424,0.64,0.1045,0,4,4,Malam
8842,,Spring,2012,Jan,5,No,Mon,1,Cloudy,0.2,0.2273,0.64,0.0896,0,21,21,Malam
8843,,Spring,2012,Jan,6,No,Mon,1,Cloudy,0.22,0.2273,0.6,0.1343,3,85,88,Pagi
8844,,Spring,2012,Jan,7,No,Mon,1,Cloudy,0.22,0.2424,0.6,0.1045,1,239,240,Pagi
8845,,Spring,2012,Jan,8,No,Mon,1,Cloudy,0.22,0.2576,0.55,0.0896,13,407,420,Pagi
8846,,Spring,2012,Jan,9,No,Mon,1,Cloudy,0.22,0.2727,0.64,0.0,9,188,197,Pagi
8847,,Spring,2012,Jan,10,No,Mon,1,Clear,0.24,0.2879,0.6,0.0,13,95,108,Pagi
8848,,Spring,2012,Jan,11,No,Mon,1,Cloudy,0.26,0.2879,0.56,0.0896,6,82,88,Sore
8849,,Spring,2012,Jan,12,No,Mon,1,Cloudy,0.26,0.2727,0.56,0.1045,10,93,103,Sore
8850,,Spring,2012,Jan,13,No,Mon,1,Cloudy,0.26,0.2727,0.56,0.1045,3,77,80,Sore
8851,,Spring,2012,Jan,14,No,Mon,1,Light Rain/Snow,0.22,0.2273,0.75,0.1642,5,45,50,Sore
8852,,Spring,2012,Jan,15,No,Mon,1,Light Rain/Snow,0.22,0.2273,0.75,0.1642,5,64,69,Sore
8853,,Spring,2012,Jan,16,No,Mon,1,Light Rain/Snow,0.22,0.2576,0.87,0.0896,3,46,49,Sore
8854,,Spring,2012,Jan,17,No,Mon,1,Light Rain/Snow,0.22,0.2727,0.87,0.0,5,147,152,Sore
8855,,Spring,2012,Jan,18,No,Mon,1,Heavy Rain/Snow,0.2,0.2273,0.86,0.0896,6,158,164,Malam
8856,,Spring,2012,Jan,19,No,Mon,1,Light Rain/Snow,0.2,0.2273,0.93,0.0896,3,187,190,Malam
8857,,Spring,2012,Jan,20,No,Mon,1,Cloudy,0.2,0.2273,0.86,0.0896,5,127,132,Malam
8858,,Spring,2012,Jan,21,No,Mon,1,Cloudy,0.2,0.2576,0.93,0.0,1,78,79,Malam
8859,,Spring,2012,Jan,22,No,Mon,1,Cloudy,0.2,0.2273,0.92,0.1045,8,54,62,Malam
8860,,Spring,2012,Jan,23,No,Mon,1,Cloudy,0.22,0.2424,0.87,0.1045,1,51,52,Malam
8861,,Spring,2012,Jan,0,No,Tue,1,Cloudy,0.22,0.2424,0.87,0.1045,0,14,14,Malam
8862,,Spring,2012,Jan,1,No,Tue,1,Cloudy,0.22,0.2424,0.93,0.1045,2,3,5,Malam
8863,,Spring,2012,Jan,2,No,Tue,1,Cloudy,0.22,0.2273,0.87,0.1642,2,2,4,Malam
8864,,Spring,2012,Jan,4,No,Tue,1,Cloudy,0.2,0.2121,0.86,0.1642,0,4,4,Malam
8865,,Spring,2012,Jan,5,No,Tue,1,Clear,0.4,0.4091,0.47,0.2239,0,23,23,Malam
8866,,Spring,2012,Jan,6,No,Tue,1,Cloudy,0.18,0.1818,0.93,0.194,0,79,79,Pagi
8867,,Spring,2012,Jan,7,No,Tue,1,Cloudy,0.18,0.197,0.93,0.1642,3,219,222,Pagi
8868,,Spring,2012,Jan,8,No,Tue,1,Cloudy,0.18,0.197,0.93,0.1642,6,465,471,Pagi
8869,,Spring,2012,Jan,9,No,Tue,1,Cloudy,0.18,0.197,0.93,0.1642,11,184,195,Pagi
8870,,Spring,2012,Jan,10,No,Tue,1,Cloudy,0.18,0.197,0.93,0.1642,3,80,83,Pagi
8871,,Spring,2012,Jan,11,No,Tue,1,Clear,0.42,0.4242,0.38,0.2985,8,93,101,Sore
8872,,Spring,2012,Jan,12,No,Tue,1,Clear,0.42,0.4242,0.38,0.2985,13,127,140,Sore
8873,,Spring,2012,Jan,13,No,Tue,1,Clear,0.42,0.4242,0.38,0.2985,15,163,178,Sore
8874,,Spring,2012,Jan,14,No,Tue,1,Clear,0.42,0.4242,0.38,0.2985,10,96,106,Sore
8875,,Spring,2012,Jan,15,No,Tue,1,Clear,0.42,0.4242,0.38,0.2985,17,119,136,Sore
8876,,Spring,2012,Jan,16,No,Tue,1,Clear,0.42,0.4242,0.38,0.3582,15,225,240,Sore
8877,,Spring,2012,Jan,17,No,Tue,1,Clear,0.42,0.4242,0.38,0.2537,14,446,460,Sore
8878,,Spring,2012,Jan,18,No,Tue,1,Clear,0.4,0.4091,0.4,0.1045,13,372,385,Malam
8879,,Spring,2012,Jan,19,No,Tue,1,Clear,0.38,0.3939,0.46,0.1045,11,270,281,Malam
8880,,Spring,2012,Jan,20,No,Tue,1,Clear,0.34,0.3485,0.53,0.1045,10,190,200,Malam
8881,,Spring,2012,Jan,21,No,Tue,1,Clear,0.32,0.3333,0.66,0.0896,7,109,116,Malam
8882,,Spring,2012,Jan,22,No,Tue,1,Clear,0.3,0.303,0.7,0.0896,10,104,114,Malam
8883,,Spring,2012,Jan,23,No,Tue,1,Clear,0.26,0.2727,0.81,0.1045,3,38,41,Malam
8884,,Spring,2012,Jan,0,No,Wed,1,Clear,0.26,0.303,0.81,0.0,2,26,28,Malam
8885,,Spring,2012,Jan,1,No,Wed,1,Clear,0.24,0.2576,0.87,0.0896,1,6,7,Malam
8886,,Spring,2012,Jan,2,No,Wed,1,Clear,0.2,0.2121,0.85,0.1642,0,5,5,Malam
8887,,Spring,2012,Jan,3,No,Wed,1,Clear,0.22,0.2727,0.8,0.0,0,4,4,Malam
8888,,Spring,2012,Jan,4,No,Wed,1,Clear,0.2,0.2121,0.8,0.1343,0,2,2,Malam
8889,,Spring,2012,Jan,5,No,Wed,1,Clear,0.2,0.2121,0.8,0.1343,0,22,22,Malam
8890,,Spring,2012,Jan,6,No,Wed,1,Clear,0.2,0.2121,0.86,0.1343,2,72,74,Pagi
8891,,Spring,2012,Jan,7,No,Wed,1,Clear,0.2,0.2121,0.8,0.1343,9,247,256,Pagi
8892,,Spring,2012,Jan,8,No,Wed,1,Clear,0.2,0.2273,0.82,0.1045,11,488,499,Pagi
8893,,Spring,2012,Jan,9,No,Wed,1,Cloudy,0.2,0.2121,0.86,0.1343,7,218,225,Pagi
8894,,Spring,2012,Jan,10,No,Wed,1,Cloudy,0.24,0.2424,0.87,0.1343,13,84,97,Pagi
8895,,Spring,2012,Jan,11,No,Wed,1,Cloudy,0.26,0.2879,0.87,0.0896,9,90,99,Sore
8896,,Spring,2012,Jan,12,No,Wed,1,Light Rain/Snow,0.3,0.3333,0.81,0.0,4,51,55,Sore
8897,,Spring,2012,Jan,13,No,Wed,1,Light Rain/Snow,0.32,0.3485,0.76,0.0,8,57,65,Sore
8898,,Spring,2012,Jan,14,No,Wed,1,Light Rain/Snow,0.32,0.3333,0.81,0.1045,3,70,73,Sore
8899,,Spring,2012,Jan,15,No,Wed,1,Cloudy,0.34,0.3485,0.87,0.0896,6,73,79,Sore
8900,,Spring,2012,Jan,16,No,Wed,1,Cloudy,0.34,0.3182,0.87,0.2537,6,112,118,Sore
8901,,Spring,2012,Jan,17,No,Wed,1,Light Rain/Snow,0.34,0.3182,0.87,0.2239,6,128,134,Sore
8902,,Spring,2012,Jan,18,No,Wed,1,Light Rain/Snow,0.34,0.3333,0.87,0.194,2,96,98,Malam
8903,,Spring,2012,Jan,19,No,Wed,1,Light Rain/Snow,0.32,0.303,0.93,0.2239,1,92,93,Malam
8904,,Spring,2012,Jan,20,No,Wed,1,Light Rain/Snow,0.32,0.3182,0.93,0.1642,2,55,57,Malam
8905,,Spring,2012,Jan,21,No,Wed,1,Light Rain/Snow,0.34,0.3182,0.87,0.2239,0,29,29,Malam
8906,,Spring,2012,Jan,22,No,Wed,1,Light Rain/Snow,0.34,0.3333,0.87,0.194,0,49,49,Malam
8907,,Spring,2012,Jan,23,No,Wed,1,Light Rain/Snow,0.34,0.3182,0.87,0.2239,0,9,9,Malam
8908,,Spring,2012,Jan,0,No,Thu,1,Light Rain/Snow,0.34,0.3333,0.93,0.194,0,3,3,Malam
8909,,Spring,2012,Jan,1,No,Thu,1,Light Rain/Snow,0.36,0.3485,0.93,0.194,0,3,3,Malam
8910,,Spring,2012,Jan,2,No,Thu,1,Light Rain/Snow,0.36,0.3485,0.93,0.2537,1,1,2,Malam
8911,,Spring,2012,Jan,3,No,Thu,1,Light Rain/Snow,0.36,0.3485,0.93,0.2537,0,3,3,Malam
8912,,Spring,2012,Jan,4,No,Thu,1,Light Rain/Snow,0.36,0.3485,0.93,0.194,0,2,2,Malam
8913,,Spring,2012,Jan,5,No,Thu,1,Light Rain/Snow,0.34,0.3485,0.93,0.0896,0,16,16,Malam
8914,,Spring,2012,Jan,6,No,Thu,1,Light Rain/Snow,0.36,0.3485,0.93,0.1343,1,88,89,Pagi
8915,,Spring,2012,Jan,7,No,Thu,1,Cloudy,0.34,0.3182,0.87,0.2836,2,218,220,Pagi
8916,,Spring,2012,Jan,8,No,Thu,1,Clear,0.32,0.3182,0.81,0.194,11,497,508,Pagi
8917,,Spring,2012,Jan,9,No,Thu,1,Clear,0.32,0.3333,0.81,0.1045,10,220,230,Pagi
8918,,Spring,2012,Jan,10,No,Thu,1,Clear,0.34,0.3485,0.81,0.1045,6,84,90,Pagi
8919,,Spring,2012,Jan,11,No,Thu,1,Cloudy,0.34,0.3485,0.81,0.1045,18,101,119,Sore
8920,,Spring,2012,Jan,12,No,Thu,1,Cloudy,0.34,0.3485,0.81,0.1045,14,130,144,Sore
8921,,Spring,2012,Jan,13,No,Thu,1,Clear,0.42,0.4242,0.77,0.1642,13,170,183,Sore
8922,,Spring,2012,Jan,14,No,Thu,1,Clear,0.42,0.4242,0.77,0.1642,24,132,156,Sore
8923,,Spring,2012,Jan,15,No,Thu,1,Clear,0.44,0.4394,0.72,0.1343,32,156,188,Sore
8924,,Spring,2012,Jan,16,No,Thu,1,Clear,0.46,0.4545,0.67,0.194,33,248,281,Sore
8925,,Spring,2012,Jan,17,No,Thu,1,Clear,0.46,0.4545,0.63,0.1642,23,472,495,Sore
8926,,Spring,2012,Jan,18,No,Thu,1,Clear,0.44,0.4394,0.67,0.194,22,399,421,Malam
8927,,Spring,2012,Jan,19,No,Thu,1,Cloudy,0.42,0.4242,0.71,0.1642,17,313,330,Malam
8928,,Spring,2012,Jan,20,No,Thu,1,Cloudy,0.42,0.4242,0.71,0.194,11,229,240,Malam
8929,,Spring,2012,Jan,21,No,Thu,1,Clear,0.44,0.4394,0.67,0.1343,12,162,174,Malam
8930,,Spring,2012,Jan,22,No,Thu,1,Clear,0.38,0.3939,0.76,0.2985,12,121,133,Malam
8931,,Spring,2012,Jan,23,No,Thu,1,Clear,0.4,0.4091,0.76,0.3284,7,60,67,Malam
8932,,Spring,2012,Jan,0,No,Fri,1,Cloudy,0.4,0.4091,0.71,0.2836,4,38,42,Malam
8933,,Spring,2012,Jan,1,No,Fri,1,Cloudy,0.38,0.3939,0.76,0.2985,0,12,12,Malam
8934,,Spring,2012,Jan,2,No,Fri,1,Clear,0.4,0.4091,0.76,0.3582,1,13,14,Malam
8935,,Spring,2012,Jan,3,No,Fri,1,Clear,0.36,0.3333,0.87,0.2537,3,4,7,Malam
8936,,Spring,2012,Jan,4,No,Fri,1,Light Rain/Snow,0.32,0.2879,0.7,0.4925,1,2,3,Malam
8937,,Spring,2012,Jan,5,No,Fri,1,Cloudy,0.3,0.2424,0.7,0.5522,0,21,21,Malam
8938,,Spring,2012,Jan,6,No,Fri,1,Cloudy,0.26,0.2576,0.75,0.2239,2,71,73,Pagi
8939,,Spring,2012,Jan,7,No,Fri,1,Clear,0.26,0.2576,0.6,0.2239,3,174,177,Pagi
8940,,Spring,2012,Jan,8,No,Fri,1,Clear,0.24,0.2121,0.52,0.3582,11,408,419,Pagi
8941,,Spring,2012,Jan,9,No,Fri,1,Clear,0.22,0.197,0.47,0.3881,10,204,214,Pagi
8942,,Spring,2012,Jan,10,No,Fri,1,Clear,0.24,0.197,0.44,0.4478,2,101,103,Pagi
8943,,Spring,2012,Jan,11,No,Fri,1,Clear,0.24,0.1818,0.38,0.6119,12,102,114,Sore
8944,,Spring,2012,Jan,12,No,Fri,1,Clear,0.24,0.197,0.38,0.4925,14,140,154,Sore
8945,,Spring,2012,Jan,13,No,Fri,1,Clear,0.26,0.2121,0.33,0.5224,14,140,154,Sore
8946,,Spring,2012,Jan,14,No,Fri,1,Clear,0.26,0.2121,0.33,0.5522,10,119,129,Sore
8947,,Spring,2012,Jan,15,No,Fri,1,Clear,0.26,0.2121,0.33,0.5821,15,123,138,Sore
8948,,Spring,2012,Jan,16,No,Fri,1,Clear,0.28,0.2424,0.3,0.4627,18,215,233,Sore
8949,,Spring,2012,Jan,17,No,Fri,1,Clear,0.28,0.2424,0.33,0.4179,15,317,332,Sore
8950,,Spring,2012,Jan,18,No,Fri,1,Clear,0.26,0.2273,0.38,0.2985,7,294,301,Malam
8951,,Spring,2012,Jan,19,No,Fri,1,Clear,0.26,0.2424,0.38,0.2836,7,199,206,Malam
8952,,Spring,2012,Jan,20,No,Fri,1,Clear,0.24,0.2424,0.41,0.1642,6,130,136,Malam
8953,,Spring,2012,Jan,21,No,Fri,1,Clear,0.24,0.2121,0.41,0.2836,7,95,102,Malam
8954,,Spring,2012,Jan,22,No,Fri,1,Clear,0.2,0.1818,0.47,0.3284,7,58,65,Malam
8955,,Spring,2012,Jan,23,No,Fri,1,Clear,0.18,0.1818,0.47,0.194,5,60,65,Malam
8956,,Spring,2012,Jan,0,No,Sat,0,Clear,0.16,0.1818,0.47,0.1045,2,42,44,Malam
8957,,Spring,2012,Jan,1,No,Sat,0,Clear,0.16,0.1515,0.47,0.194,6,44,50,Malam
8958,,Spring,2012,Jan,2,No,Sat,0,Clear,0.16,0.1667,0.47,0.1642,6,32,38,Malam
8959,,Spring,2012,Jan,3,No,Sat,0,Clear,0.14,0.1667,0.54,0.1045,6,14,20,Malam
8960,,Spring,2012,Jan,4,No,Sat,0,Clear,0.14,0.1515,0.5,0.1343,0,3,3,Malam
8961,,Spring,2012,Jan,5,No,Sat,0,Clear,0.14,0.1515,0.5,0.1343,0,4,4,Malam
8962,,Spring,2012,Jan,6,No,Sat,0,Clear,0.14,0.1515,0.5,0.0,0,5,5,Pagi
8963,,Spring,2012,Jan,7,No,Sat,0,Clear,0.14,0.1515,0.5,0.1343,0,24,24,Pagi
8964,,Spring,2012,Jan,8,No,Sat,0,Clear,0.12,0.1515,0.54,0.1045,3,89,92,Pagi
8965,,Spring,2012,Jan,9,No,Sat,0,Clear,0.14,0.1667,0.5,0.1045,3,78,81,Pagi
8966,,Spring,2012,Jan,10,No,Sat,0,Clear,0.16,0.2273,0.47,0.0,14,135,149,Pagi
8967,,Spring,2012,Jan,11,No,Sat,0,Clear,0.2,0.197,0.4,0.194,28,150,178,Sore
8968,,Spring,2012,Jan,12,No,Sat,0,Clear,0.22,0.2121,0.41,0.2537,30,189,219,Sore
8969,,Spring,2012,Jan,13,No,Sat,0,Clear,0.22,0.2121,0.44,0.2836,38,182,220,Sore
